release_year,album_type,album_name,track_name,bpm,number_of_streams,total_time_played,total_time_played_h,average_ms_played,average_ms_played_min,song_length_min,avg_percent_song_played
2025,Soundtrack,Typhoon Family Pt.3 (Original Soundtrack),Updraft - Instrumental,130,53,7377170,2:02:57,139191.89,2:19,3:02,76
2025,Soundtrack,Would You Marry Me? Pt.1 (Original Soundtrack),All I Want Is You (Would You Marry Me? - Original Television Soundtrack),96,56,8201536,2:16:42,146456.00,2:26,3:12,76
2025,Soundtrack,Would You Marry Me? Pt.1 (Original Soundtrack),All I Want Is You (Would You Marry Me? - Original Television Soundtrack) (Instrumental),96,41,7391683,2:03:12,180284.95,3:00,3:12,94
2025,Studio Album,KARMA,0801,110,262,52467450,14:34:27,200257.44,3:20,3:24,98
2025,Studio Album,KARMA,BLEEP,97,298,45965994,12:46:06,154248.30,2:34,2:47,92
2025,Studio Album,KARMA,CEREMONY,121,383,59516858,16:31:57,155396.50,2:35,2:44,95
2025,Studio Album,KARMA,CEREMONY (English Version),121,281,44428818,12:20:29,158109.67,2:38,2:44,96
2025,Studio Album,KARMA,CEREMONY (Festival Version),128,256,41548734,11:32:29,162299.74,2:42,2:52,94
2025,Studio Album,KARMA,CREED,160,280,43627672,12:07:08,155813.11,2:36,2:41,97
2025,Studio Album,KARMA,Ghost,122,267,38757664,10:45:58,145159.79,2:25,2:33,95
2025,Studio Album,KARMA,Half Time,108,282,46635949,12:57:16,165375.71,2:45,2:50,97
2025,Studio Album,KARMA,In My Head,180,286,49077465,13:37:57,171599.53,2:52,2:56,98
2025,Studio Album,KARMA,MESS,150,278,54943484,15:15:43,197638.43,3:18,3:29,95
2025,Studio Album,KARMA,Phoenix,136,285,49969153,13:52:49,175330.36,2:55,3:02,96
2026,Promo Single,Endless Sun,Endless Sun,128,21,3316479,0:55:16,157927.57,2:38,2:38,100
2026,Single,STAY,STAY,90,25,3486068,0:58:06,139442.72,2:19,3:06,75
